source,target,weight
amanda-seyfried,lindsay-lohan,340581
beppe-fiorello,football,340581
jennifer-aniston,lancome,340581
fiorello,inter,340581
beppe-fiorello,juventus,340581
amy-adams,lancome,340581
eros-ramazzotti,juventus,340581
fiorello,juventus,340581
cate-blanchett,kim-kardashian,340581
evan-rachel-wood,leonardo-dicaprio,340581
giochi,michael-fassbender,340581
elena-santarelli,sons-of-stars,340581
jennifer-aniston,mac-cosmetics,340581
amy-adams,mac-cosmetics,340581
eros-ramazzotti,fiorello,340581
eros-ramazzotti,inter,340581
anne-hathaway,david-bowie,340580
heidi-klum,instagram,340580
carey-mulligan,evan-rachel-wood,340580
brad-pitt,britney-spears,340580
cara-delevingne,emma-roberts,340579
emily-blunt,julia-roberts,340579
jesse-james,justin-bieber,340579
january-jones,katie-holmes,340579
calvin-klein,madonna,340578
fergie,kirsten-dunst,340578
daniel-craig,kate-winslet,340578
fergie,kate-hudson,340578
blake-lively,katie-holmes,340578
mariah-carey,meghan-markle,340578
burberry,kim-kardashian,340578
anna-wintour,cindy-crawford,340577
internet,photography,340577
books,madonna,340577
diane-kruger,liam-hemsworth,340577
blake-lively,calvin-klein,340577
cindy-crawford,letizia-ortiz,340577
lisa-kudrow,matthew-perry,340576
cara-delevingne,fendi,340576
alexander-mcqueen,madonna,340576
channing-tatum,joe-manganiello,340576
africa,diet,340576
eva-mendes,madonna,340576
diane-kruger,dita-von-teese,340576
avril-lavigne,lady-gaga,340576
hair-colors,kate-middleton,340576
area-marina,body-positivity,340576
dior,lily-rose-depp,340575
kate-winslet,megan-fox,340575
kaia-gerber,kate-hudson,340575
jessica-chastain,keira-knightley,340575
chris-martin,david-bowie,340575
bella-hadid,looks,340574
halle-berry,johnny-depp,340574
cate-blanchett,golden-globe,340574
anna-wintour,jennifer-aniston,340574
daniel-radcliffe,lindsay-lohan,340574
dakota-johnson,felicity-jones,340574
cameron-diaz,givenchy,340574
charlize-theron,felicity-jones,340574
hollywood,jessica-alba,340574
liv-tyler,meryl-streep,340574
cher,india,340574
kate-hudson,lara-stone,340574
cate-blanchett,liam-hemsworth,340574
ben-affleck,lindsay-lohan,340574
angelina-jolie,justin-theroux,340574
blake-lively,chris-martin,340573
candice-swanepoel,karolina-kurkova,340573
hair,julia-roberts,340573
alicia-vikander,jamie-dornan,340573
area-marina,body-positivite,340573
football,sons-of-stars,340573
estate,work,340573
fedez,francesca-michielin,340572
blake-lively,christian-dior,340572
chiara-ferragni,melania-trump,340572
gigi-hadid,jessica-chastain,340572
heidi-klum,marriage,340572
bradley-cooper,drew-barrymore,340571
bottega-veneta,justin-bieber,340571
brad-pitt,halle-berry,340571
emma-watson,facebook,340571
anne-hathaway,emma-roberts,340571
channing-tatum,jennifer-garner,340570
huawei,internet,340570
audrey-hepburn,fendi,340570
catherine-zeta-jones,jennifer-lopez,340570
anne-hathaway,bella-hadid,340570
hair-colors,women,340570
instagram,jessica-alba,340570
elton-john,justin-bieber,340570
bradley-cooper,kate-hudson,340569
lovers-of-stars,michael-douglas,340569
emily-ratajkowski,kate-bosworth,340569
jessica-chastain,maggie-gyllenhaal,340569
anne-hathaway,irina-shayk,340569
emma-stone,jennifer-garner,340568
benedict-cumberbatch,elle-fanning,340568
joe-biden,melania-trump,340568
barack-obama,meghan-markle,340568
adam-levine,kim-kardashian,340568
diane-kruger,karl-lagerfeld,340568
daniel-radcliffe,kim-kardashian,340568
giorgio-armani,megan-fox,340568
eddie-redmayne,margot-robbie,340568
soccer-players,sons-of-stars,340568
amanda-seyfried,emily-ratajkowski,340567
amber-heard,beyonce-knowles,340567
amanda-seyfried,amber-heard,340567
beyonce-knowles,fergie,340567
beyonce-knowles,kate-hudson,340567
alicia-vikander,chris-hemsworth,340567
adele,kate-hudson,340566
cindy-crawford,halle-berry,340566
body-positivite,hair-colors,340566
books,burberry,340566
kate-winslet,lena-dunham,340566
area-marina,hair-colors,340566
karl-lagerfeld,lily-allen,340566
alberta-ferretti,instagram,340566
couples-of-star,mothers,340566
dakota-johnson,melanie-griffith,340566
area-marina,hair,340566
body-positivity,hair-colors,340566
instagram,sons-of-stars,340566
body-positivite,hair,340566
books,kendall-jenner,340565
evan-rachel-wood,liam-hemsworth,340565
hollywood,jessica-chastain,340565
hugh-jackman,madonna,340565
burberry,hotels,340565
interviews,kate-moss,340565
film-in-lavorazione,jude-law,340565
george-clooney,gigi-hadid,340565
chris-hemsworth,evan-rachel-wood,340565
channing-tatum,evan-rachel-wood,340565
maternity,moms,340565
henry-cavill,leighton-meester,340565
bella-hadid,kirsten-dunst,340564
britney-spears,eva-longoria,340564
kirsten-dunst,megan-fox,340564
aveda,dior,340564
diet,furniture,340564
angelina-jolie,irina-shayk,340563
cara-delevingne,katie-holmes,340563
instagram,jennifer-lawrence,340563
fergie,megan-fox,340563
